"gene_name","blast_annot","GOs","pfams","signalP","TMHMM","rhy_foragers","rhy_nurses","identity"
"LOC105249303","protein CNPPD1 isoform X2","GO:0000079|regulation of cyclin-dependent protein serine/threonine kinase activity; GO:0019901|protein kinase binding","PF08613|Cyclin",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249310","proteasome assembly chaperone 2",NA,"PF09754|PAC2 family",0,0,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105249313","60S ribosome subunit biogenesis protein NIP7 homolog",NA,"PF03657|UPF0113 PUA domain; PF17833|UPF0113 Pre-PUA domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249315","signal recognition particle 54 kDa protein","GO:0003924|GTPase activity; GO:0005525|GTP binding; GO:0006614|SRP-dependent cotranslational protein targeting to membrane; GO:0008312|7S RNA binding; GO:0048500|signal recognition particle","PF02881|SRP54-type protein, helical bundle domain; PF02978|Signal peptide binding domain; PF00448|SRP54-type protein, GTPase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249320","protein ARV1","GO:0032366|intracellular sterol transport","PF04161|Arv1-like family",0,4,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249353","pumilio homolog 3","GO:0003723|RNA binding","PF08144|CPL (NUC119) domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249358","uncharacterized protein LOC105249358 isoform X1","GO:0005242|inward rectifier potassium channel activity; GO:0006813|potassium ion transport; GO:0016021|integral component of membrane","PF01007|Inward rectifier potassium channel transmembrane domain; PF17655|Inward rectifier potassium channel C-terminal domain",0,3,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249361","tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4","GO:0005515|protein binding; GO:0036265|RNA (guanine-N7)-methylation","PF00400|WD domain, G-beta repeat",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249370","26S proteasome regulatory subunit 10B","GO:0005524|ATP binding; GO:0008540|proteasome regulatory particle, base subcomplex; GO:0016887|ATPase activity; GO:0030433|ubiquitin-dependent ERAD pathway","PF17862|AAA+ lid domain; PF16450|Proteasomal ATPase OB C-terminal domain; PF00004|ATPase family associated with various cellular activities (AAA)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249397","anaphase-promoting complex subunit 7","GO:0005515|protein binding","PF13176|Tetratricopeptide repeat; PF13181|Tetratricopeptide repeat; PF13432|Tetratricopeptide repeat",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249400","survival motor neuron protein","GO:0003723|RNA binding; GO:0005634|nucleus; GO:0005737|cytoplasm; GO:0006397|mRNA processing","PF06003|Survival motor neuron protein (SMN)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249406","LOW QUALITY PROTEIN: fatty acid synthase","GO:0009058|biosynthetic process; GO:0016788|hydrolase activity, acting on ester bonds; GO:0055114|oxidation-reduction process","PF00975|Thioesterase domain; PF08659|KR domain; PF00550|Phosphopantetheine attachment site; PF00107|Zinc-binding dehydrogenase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249415","ceramide-1-phosphate transfer protein","GO:0005737|cytoplasm; GO:0120009|intermembrane lipid transfer; GO:0120013|lipid transfer activity","PF08718|Glycolipid transfer protein (GLTP)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249420","NAD kinase isoform X2","GO:0003951|NAD+ kinase activity; GO:0006741|NADP biosynthetic process","PF01513|ATP-NAD kinase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249421","uncharacterized protein LOC105249421 isoform X1",NA,"PF17820|PDZ domain; PF02759|RUN domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249423","uncharacterized protein LOC105249423",NA,NA,0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249439","sodium channel protein Nach","GO:0005272|sodium channel activity; GO:0006814|sodium ion transport; GO:0016020|membrane","PF00858|Amiloride-sensitive sodium channel",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249447","signal recognition particle 14 kDa protein","GO:0005786|signal recognition particle, endoplasmic reticulum targeting; GO:0006614|SRP-dependent cotranslational protein targeting to membrane; GO:0008312|7S RNA binding; GO:0030942|endoplasmic reticulum signal peptide binding","PF02290|Signal recognition particle 14kD protein",0,0,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105249448","transmembrane emp24 domain-containing protein bai isoform X2",NA,"PF01105|emp24/gp25L/p24 family/GOLD",1,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249464","dnaJ homolog subfamily C member 21",NA,"PF12171|Zinc-finger double-stranded RNA-binding; PF00226|DnaJ domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249465","methyltransferase-like 26",NA,"PF06080|Protein of unknown function (DUF938)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249469","short coiled-coil protein B",NA,"PF10224|Short coiled-coil protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249494","transmembrane protein 214-A",NA,"PF10151|TMEM214, C-terminal, caspase 4 activator",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249511","THUMP domain-containing protein 3","GO:0003723|RNA binding","PF02926|THUMP domain; PF01170|Putative RNA methylase family UPF0020",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249515","immediate early response 3-interacting protein 1",NA,"PF08571|Yos1-like",1,1,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105249517","polyamine-modulated factor 1-binding protein 1",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249537","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase isoform X1",NA,"PF15924|ALG11 mannosyltransferase N-terminus; PF00534|Glycosyl transferases group 1",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249541","apoptosis regulatory protein Siva",NA,"PF05458|Cd27 binding protein (Siva)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249546","snRNA-activating protein complex subunit 3",NA,"PF12251|snRNA-activating protein of 50kDa MW C terminal",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249569","uncharacterized protein LOC105249569","GO:0047429|nucleoside-triphosphate diphosphatase activity","PF02545|Maf-like protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249570","mitochondrial fission 1 protein","GO:0000266|mitochondrial fission","PF14853|Fis1 C-terminal tetratricopeptide repeat; PF14852|Fis1 N-terminal tetratricopeptide repeat",0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249579","putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 isoform X1","GO:0008420|RNA polymerase II CTD heptapeptide repeat phosphatase activity; GO:0043175|RNA polymerase core enzyme binding; GO:0070940|dephosphorylation of RNA polymerase II C-terminal domain","PF04181|Rtr1/RPAP2 family",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249590","uncharacterized protein LOC105249590","GO:0005515|protein binding; GO:0007165|signal transduction","PF00531|Death domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249591","39S ribosomal protein L52, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0005762|mitochondrial large ribosomal subunit; GO:0032543|mitochondrial translation","PF18699|Mitoribosomal protein mL52",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249594","uncharacterized protein LOC105249594 isoform X1",NA,"PF10184|Uncharacterized conserved protein (DUF2358)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249595","DNA-directed RNA polymerase II subunit RPB7","GO:0003676|nucleic acid binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0006351|transcription, DNA-templated","PF03876|SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397; PF00575|S1 RNA binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249600","RCC1 and BTB domain-containing protein 1-like isoform X2","GO:0005515|protein binding","PF00651|BTB/POZ domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249602","cytochrome b5 isoform X1",NA,"PF00173|Cytochrome b5-like Heme/Steroid binding domain",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249616","cuticle protein 67-like",NA,"PF11018|Pupal cuticle protein C1",1,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249619","EARP-interacting protein","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249620","RNA-binding protein pno1 isoform X1",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249657","succinate dehydrogenase assembly factor 2, mitochondrial",NA,"PF03937|Flavinator of succinate dehydrogenase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249658","tumor necrosis factor receptor superfamily member 3","GO:0005515|protein binding","PF00020|TNFR/NGFR cysteine-rich region; PF00020|TNFR/NGFR cysteine-rich region",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249662","protein ABHD18 isoform X1",NA,"PF09752|Abhydrolase domain containing 18",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249678","brahma-associated protein of 60 kDa isoform X2","GO:0005515|protein binding; GO:0016514|SWI/SNF complex; GO:0071564|npBAF complex; GO:0071565|nBAF complex","PF02201|SWIB/MDM2 domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249696","histidine triad nucleotide-binding protein 1",NA,"PF01230|HIT domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249701","phosducin-like protein",NA,"PF02114|Phosducin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249715","glycolipid transfer protein","GO:0005737|cytoplasm; GO:0120009|intermembrane lipid transfer; GO:0120013|lipid transfer activity","PF08718|Glycolipid transfer protein (GLTP)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249729","transmembrane protein 17B",NA,"PF09799|Predicted membrane protein",0,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249740","putative tRNA (cytidine(32)/guanosine(34)-2\'-O)-methyltransferase","GO:0008033|tRNA processing; GO:0008175|tRNA methyltransferase activity; GO:0032259|methylation","PF01728|FtsJ-like methyltransferase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249766","60S ribosomal protein L18a","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF01775|Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A",0,0,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105249767","protein YIF1B","GO:0005789|endoplasmic reticulum membrane; GO:0006888|endoplasmic reticulum to Golgi vesicle-mediated transport","PF03878|YIF1",1,5,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249769","serine/threonine-protein kinase fused isoform X1","GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation","PF00069|Protein kinase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249773","protein odr-4 homolog",NA,"PF14778|Olfactory receptor 4-like",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249782","drebrin-like protein","GO:0006898|receptor-mediated endocytosis; GO:0007416|synapse assembly; GO:0048812|neuron projection morphogenesis; GO:0051015|actin filament binding; GO:0097178|ruffle assembly","PF00241|Cofilin/tropomyosin-type actin-binding protein; PF14604|Variant SH3 domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249792","cilia- and flagella-associated protein 36",NA,"PF11527|The ARF-like 2 binding protein BART",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249808","actin-related protein 5",NA,"PF00022|Actin; PF00022|Actin",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249823","NADH dehydrogenase","GO:0008137|NADH dehydrogenase (ubiquinone) activity; GO:0055114|oxidation-reduction process","PF00329|Respiratory-chain NADH dehydrogenase, 30 Kd subunit",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249855","TBC1 domain family member 13 isoform X1",NA,"PF00566|Rab-GTPase-TBC domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249856","tyrosine-protein phosphatase non-receptor type 14",NA,"PF09380|FERM C-terminal PH-like domain; PF09379|FERM N-terminal domain; PF00373|FERM central domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249858","uroporphyrinogen-III synthase","GO:0004852|uroporphyrinogen-III synthase activity; GO:0006780|uroporphyrinogen III biosynthetic process","PF02602|Uroporphyrinogen-III synthase HemD",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249876","IST1 homolog","GO:0015031|protein transport","PF03398|Regulator of Vps4 activity in the MVB pathway",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105249885","ubiquinol-cytochrome-c reductase complex assembly factor 1 isoform X2",NA,"PF03981|Ubiquinol-cytochrome C chaperone",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105249891","ATP synthase subunit delta, mitochondrial","GO:0015986|ATP synthesis coupled proton transport; GO:0045261|proton-transporting ATP synthase complex, catalytic core F(1); GO:0046933|proton-transporting ATP synthase activity, rotational mechanism","PF02823|ATP synthase, Delta/Epsilon chain, beta-sandwich domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249901","NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",NA,"PF00494|Squalene/phytoene synthase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249911","uncharacterized protein LOC105249911","GO:0003677|DNA binding; GO:0005634|nucleus; GO:0006260|DNA replication; GO:0006281|DNA repair; GO:0006310|DNA recombination","PF08661|Replication factor A protein 3",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249914","rho guanine nucleotide exchange factor 3 isoform X1","GO:0005089|Rho guanyl-nucleotide exchange factor activity; GO:0035023|regulation of Rho protein signal transduction","PF00621|RhoGEF domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105249931","protein l(2)37Cc","GO:0016020|membrane","PF01145|SPFH domain / Band 7 family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250000","small glutamine-rich tetratricopeptide repeat-containing protein alpha isoform X2","GO:0005515|protein binding","PF13181|Tetratricopeptide repeat; PF13181|Tetratricopeptide repeat; PF00515|Tetratricopeptide repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250006","uncharacterized protein LOC105250006",NA,"PF13415|Galactose oxidase, central domain; PF17906|HTH domain in Mos1 transposase; PF13418|Galactose oxidase, central domain; PF01359|Transposase (partial DDE domain)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250011","U1 small nuclear ribonucleoprotein A","GO:0003676|nucleic acid binding","PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250027","protein FMC1 homolog isoform X2",NA,"PF07985|SRR1",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105250030","uncharacterized protein LOC105250030",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250053","uncharacterized protein LOC105250053","GO:0030368|interleukin-17 receptor activity","PF08357|SEFIR domain",1,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105250063","death-associated protein 1",NA,"PF15228|Death-associated protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250064","MICOS complex subunit MIC13 isoform X1",NA,"PF15884|MICOS complex subunit MIC13, QIL1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250075","39S ribosomal protein L28, mitochondrial","GO:0003735|structural constituent of ribosome",NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250084","U11/U12 small nuclear ribonucleoprotein 25 kDa protein","GO:0000398|mRNA splicing, via spliceosome; GO:0005689|U12-type spliceosomal complex","PF18036|Ubiquitin-like domain",0,0,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105250085","ribosomal RNA small subunit methyltransferase NEP1","GO:0008168|methyltransferase activity","PF03587|EMG1/NEP1 methyltransferase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105250092","serine/threonine-protein phosphatase 6 catalytic subunit","GO:0016787|hydrolase activity","PF00149|Calcineurin-like phosphoesterase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
